@relation corpus_canadian_compliance_vec1-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute att1 string
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute att161 numeric
@attribute att162 numeric
@attribute att163 numeric
@attribute att164 numeric
@attribute att165 numeric
@attribute att166 numeric
@attribute att167 numeric
@attribute att168 numeric
@attribute att169 numeric
@attribute att170 numeric
@attribute att171 numeric
@attribute att172 numeric
@attribute att173 numeric
@attribute att174 numeric
@attribute att175 numeric
@attribute att176 numeric
@attribute att177 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att180 numeric
@attribute att181 numeric
@attribute att182 numeric
@attribute att183 numeric
@attribute att184 numeric
@attribute att185 numeric
@attribute att186 numeric
@attribute att187 numeric
@attribute att188 numeric
@attribute att189 numeric
@attribute att190 numeric
@attribute att191 numeric
@attribute att192 numeric
@attribute att193 numeric
@attribute att194 numeric
@attribute att195 numeric
@attribute att196 numeric
@attribute att197 numeric
@attribute att198 numeric
@attribute att199 numeric
@attribute att200 numeric
@attribute att201 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att206 numeric
@attribute att207 numeric
@attribute att208 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att211 numeric
@attribute att212 numeric
@attribute att213 numeric
@attribute att214 numeric
@attribute att215 numeric
@attribute att216 numeric
@attribute att217 numeric
@attribute att218 numeric
@attribute att219 numeric
@attribute att220 numeric
@attribute att221 numeric
@attribute att222 numeric
@attribute att223 numeric
@attribute att224 numeric
@attribute att225 numeric
@attribute att226 numeric
@attribute att227 numeric
@attribute att228 numeric
@attribute att229 numeric
@attribute att230 numeric
@attribute att231 numeric
@attribute att232 numeric
@attribute att233 numeric
@attribute att234 numeric
@attribute att235 numeric
@attribute att236 numeric
@attribute att237 numeric
@attribute att238 numeric
@attribute att239 numeric
@attribute att240 numeric
@attribute att241 numeric
@attribute att242 numeric
@attribute att243 numeric
@attribute att244 numeric
@attribute att245 numeric
@attribute att246 numeric
@attribute att247 numeric
@attribute att248 numeric
@attribute att249 numeric
@attribute att250 numeric
@attribute att251 numeric
@attribute att252 numeric
@attribute att253 numeric
@attribute att254 numeric
@attribute att255 numeric
@attribute att256 numeric
@attribute att257 numeric
@attribute att258 numeric
@attribute att259 numeric
@attribute att260 numeric
@attribute att261 numeric
@attribute att262 numeric
@attribute att263 numeric
@attribute att264 numeric
@attribute att265 numeric
@attribute att266 numeric
@attribute att267 numeric
@attribute att268 numeric
@attribute att269 numeric
@attribute att270 numeric
@attribute att271 numeric
@attribute att272 numeric
@attribute att273 numeric
@attribute att274 numeric
@attribute att275 numeric
@attribute att276 numeric
@attribute att277 numeric
@attribute att278 numeric
@attribute att279 numeric
@attribute att280 numeric
@attribute att281 numeric
@attribute att282 numeric
@attribute att283 numeric
@attribute att284 numeric
@attribute att285 numeric
@attribute att286 numeric
@attribute att287 numeric
@attribute att288 numeric
@attribute att289 numeric
@attribute att290 numeric
@attribute att291 numeric
@attribute att292 numeric
@attribute att293 numeric
@attribute att294 numeric
@attribute att295 numeric
@attribute att296 numeric
@attribute att297 numeric
@attribute att298 numeric
@attribute att299 numeric
@attribute att300 numeric
@attribute att301 numeric
@attribute att302 {no,yes}

@data
Canada-ACTRESPECTINGTHESECTORALPARAMETERSOFCERTAINFISCALMEASURES,0.006639,0.005755,0.043804,0.031229,-0.029564,-0.018091,0.015593,-0.028997,0.048629,0.025952,-0.045475,-0.041727,-0.011164,0.013762,-0.047878,0.009314,0.007511,0.024764,0.016809,-0.01866,-0.01105,0.019779,-0.03335,-0.013011,0.025934,-0.019664,-0.056412,0.04056,-0.002417,0.036051,-0.013374,-0.020607,-0.019344,0.006915,0.016053,0.00878,-0.020153,-0.005438,0.023133,0.029787,0.046896,-0.000555,0.023462,0.011883,-0.005209,-0.017048,0.008406,0.025801,0.001215,0.002792,0.026105,0.01992,0.003383,-0.017907,-0.002615,0.025819,-0.005706,-0.038731,0.024828,-0.017056,-0.018131,0.043284,-0.043243,-0.044455,-0.033946,-0.004089,-0.003963,0.054557,-0.012527,0.032707,0.020492,-0.020342,0.040689,-0.000179,-0.03017,-0.027336,0.04492,0.050649,0.014321,0.069889,0.021353,-0.071453,0.018202,0.012516,-0.027212,-0.040395,-0.016327,0.060217,-0.011293,0.002459,0.030609,0.00176,-0.014005,-0.06035,-0.014797,-0.020994,0.014054,0.004715,-0.003788,0.033338,-0.011474,-0.02349,-0.013411,0.002954,-0.031565,-0.011178,-0.029507,-0.022828,-0.003261,-0.043395,-0.010922,-0.010452,-0.02845,0.008897,0.019743,0.032043,0.017409,0.003304,0.057172,0.03192,-0.052236,-0.01622,-0.035231,0.019833,-0.030823,0.004985,-0.007495,-0.033252,0.010862,0.016655,-0.023044,-0.029159,-0.049116,-0.019776,-0.010948,-0.029036,0.004512,-0.023649,-0.005144,0.029717,0.041693,-0.039502,0.029292,-0.004511,0.010958,-0.008611,-0.030945,-0.022295,-0.031321,0.031086,0.00821,0.019327,-0.030995,0.029733,-0.010338,-0.014352,-0.011958,-0.032545,-0.002892,-0.009992,0.004025,0.032814,0.019876,0.017355,-0.008342,-0.007821,0.018942,-0.007678,-0.006703,0.002613,-0.044293,-0.046507,-0.001564,-0.066655,-0.016759,-0.021431,0.030869,-0.050008,-0.004022,-0.020479,-0.033939,-0.021855,-0.031758,-0.004542,-0.023184,0.003479,-0.000581,0.016536,0.052018,0.038836,0.017117,0.009951,-0.009543,-0.008405,-0.030155,-0.00173,-0.020874,0.009487,-0.006362,-0.067928,0.018095,0.028055,-0.024156,0.01721,-0.026174,-0.004843,-0.016268,0.019387,0.03981,-0.000514,-0.002627,-0.00317,0.000842,0.036147,-0.060832,0.026061,0.040351,-0.017855,-0.043661,0.004974,0.004497,0.013409,-0.007584,-0.028399,0.039419,-0.011192,0.025697,0.025977,0.020072,0.024321,-0.004781,-0.029314,0.012068,0.020219,0.004379,-0.011462,0.007528,-0.004061,0.040303,0.0006,-0.005865,-0.024738,0.019637,-0.046931,0.006272,-0.01795,0.024569,0.019066,-0.005582,-0.015259,0.012339,0.005414,0.015697,-0.010372,0.019689,-0.009843,0.01885,0.011386,-0.029663,-0.011384,0.022526,-0.004422,-0.020048,0.032634,0.035835,0.069434,0.004801,0.002567,-0.022628,-0.009114,0.033267,0.032471,0.043656,0.016301,0.029114,-0.032529,-0.032752,-0.067207,-0.018438,-0.004123,-0.004668,-0.003757,-0.00238,0.040441,0.020131,-0.005345,-0.032609,-0.01737,-0.001172,-0.002137,-0.037915,-0.0002,-0.029727,0.012577,-0.002717,0.007067,-0.003831,-0.014505,0.018987,-0.024116,no
Canada-AlbertaElectionFinancesandContributionDisclosureActs132Exemptions1,0.008135,0.006306,0.038683,0.047228,-0.035369,-0.015886,0.023958,-0.029362,0.051453,0.0202,-0.048057,-0.052368,-0.011228,0.025261,-0.043515,0.016715,0.013807,0.015206,-0.015157,-0.015506,-0.011732,0.007072,-0.03029,-0.004677,0.047218,-0.010661,-0.049388,0.034986,-0.013528,0.030697,-0.02555,-0.032935,-0.024248,0.000402,0.018505,-0.000352,-0.012648,-0.009881,0.024833,0.019768,0.042491,0.021309,0.029375,-0.01848,-0.002603,-0.035574,-0.01331,0.01912,0.002687,0.013371,0.02095,0.006193,-0.008288,-0.01326,-0.005385,0.025136,-0.0133,-0.024314,0.022055,-0.013385,-0.029214,0.035495,-0.042854,-0.045034,-0.006543,-0.010732,-0.010806,0.056808,-0.017034,0.025658,0.010945,-0.027775,0.033242,-0.005598,-0.022904,-0.01934,0.060718,0.050834,0.01294,0.053103,0.019336,-0.060462,0.018256,0.025446,-0.018964,-0.035892,-0.041582,0.040175,-0.019899,-0.003447,0.04953,0.01734,-0.006792,-0.068697,0.014806,-0.029487,0.016726,0.030722,-0.0077,0.018427,-0.002218,-0.032279,0.000538,-0.000365,-0.02802,-0.016542,-0.034503,-0.022899,0.004707,-0.025295,-0.018785,-0.016053,-0.018834,0.007881,0.006376,0.015359,0.031277,-0.01477,0.063476,0.049633,-0.030969,-0.004305,-0.040988,0.031744,-0.034139,0.010609,-0.00264,-0.036139,0.02388,0.012066,-0.005628,-0.030034,-0.058572,-0.0244,-0.030435,-0.045919,-0.013164,-0.0163,0.002726,0.027159,0.026868,-0.032561,0.013449,0.000643,0.008501,-0.012511,-0.00522,-0.025068,-0.018367,0.038171,0.008461,0.025263,-0.029114,0.014357,0.00267,-0.013619,-0.024974,-0.042111,-0.00856,-0.02231,-0.000149,0.024855,0.022098,0.029907,-0.011771,-0.025205,0.011705,-0.002312,0.008988,-0.00655,-0.047383,-0.052067,-0.017628,-0.069096,-0.018248,-0.024166,0.037192,-0.041275,-0.012778,-0.027703,-0.03551,-0.026253,-0.013666,0.011766,-0.015805,-0.01943,0.00113,0.017145,0.040858,0.06244,0.005884,0.01433,0.01971,0.012537,-0.024713,-0.010746,-0.010669,-0.01291,-0.015259,-0.083526,0.013797,0.035373,-0.016204,0.016527,-0.018855,0.016919,-0.011435,0.012369,0.016883,-0.006145,-0.011428,-0.00403,-0.010011,0.031991,-0.058795,0.027213,0.037376,-0.012967,-0.046466,-0.000346,0.010167,-0.016757,-0.016133,-0.036255,0.036319,0.0166,0.044357,0.03516,0.035782,0.003719,0.013249,-0.014649,0.005196,0.009106,0.005266,-0.024687,0.009738,-0.018641,0.029073,-0.015669,0.008288,-0.00754,0.031759,-0.041715,0.013053,-0.014826,0.025148,0.023948,0.002058,-0.004797,0.029882,0.004893,0.00543,0.004779,0.026237,-0.009752,0.026283,0.009657,-0.028138,-0.020133,0.019941,-0.005696,-0.030532,0.039863,0.01499,0.060387,-0.01098,0.011413,-0.017343,-0.018545,0.032975,0.034818,0.04636,0.031836,0.008278,-0.037296,-0.020214,-0.060947,-0.011025,-0.014378,-0.003305,0.009681,0.01133,0.037164,0.023235,0.017007,-0.023117,-0.028995,0.01318,0.018092,-0.04499,-0.002272,-0.009686,-0.001376,0.000704,0.013068,-0.002419,-0.024418,0.020588,-0.041547,no
Canada-AlbertaElectionFinancesandContributionDisclosureActs171LimitationsonContributions2,0.000614,-0.013339,0.032093,0.037258,-0.035278,-0.030422,0.005574,-0.03608,0.031988,-0.005347,-0.043305,-0.030616,-0.020283,0.03954,-0.046982,0.008442,0.016607,0.023004,-0.01582,-0.011275,-0.020651,0.007799,-0.052631,-0.010958,0.018618,-0.016314,-0.040704,0.036154,0.011555,0.011203,0.006239,-0.036066,0.012327,-0.000378,0.002646,-0.006809,-0.024918,-0.017871,0.021302,0.030479,0.031947,-0.022073,0.031351,0.01315,-0.010395,-0.03514,0.005385,0.014074,-0.027712,-0.001489,0.023671,0.025485,0.003363,-0.000081,-0.025161,0.026922,-0.0133,-0.01571,0.005226,-0.043728,-0.0124,0.023035,-0.032408,-0.070193,-0.014748,-0.005327,-0.006128,0.050577,0.005931,0.023935,0.028676,-0.007955,0.051229,-0.00141,-0.023293,-0.023921,0.054654,0.016288,0.020711,0.031545,0.001716,-0.062234,0.009068,0.013812,-0.022928,-0.030082,-0.024867,0.039554,-0.003572,0.016255,0.05673,0.005387,-0.027751,-0.057094,-0.009854,-0.015474,0.028067,0.011373,-0.004328,0.021777,0.010326,-0.042156,-0.018309,0.01034,-0.013902,-0.043274,-0.010829,-0.003109,0.036753,-0.018744,-0.01843,-0.037181,-0.020952,-0.000358,0.018803,0.02416,0.030934,-0.017227,0.036677,0.035209,-0.010683,0.017008,-0.034582,0.00717,-0.025714,0.012722,0.020731,-0.046581,0.007212,0.022993,-0.000116,-0.032262,-0.050586,-0.010276,-0.034004,-0.049759,-0.036732,-0.009886,0.009852,0.023185,-0.013472,-0.010121,0.002073,0.013034,0.030808,0.00014,0.000387,0.001594,-0.026211,0.017131,0.032587,-0.015087,-0.014982,-0.002327,0.01418,-0.017651,-0.016888,-0.028768,0.01336,-0.006808,-0.016229,0.019888,0.02684,0.040796,-0.001769,-0.000242,0.021194,0.010282,-0.00225,0.004685,-0.053643,-0.036956,0.003057,-0.093895,-0.011541,-0.029695,0.035957,-0.045143,0.001362,-0.026654,-0.014153,-0.005629,-0.023556,0.021042,-0.014368,0.001559,0.012064,0.011169,0.020756,0.019798,0.014477,0.004377,-0.027953,0.015592,-0.009039,0.013948,0.001249,0.024381,-0.030352,-0.067877,0.006938,0.03475,-0.003166,-0.00638,-0.021543,-0.022323,0.016844,-0.007405,0.031681,-0.002089,-0.007714,0.011988,-0.032683,0.015376,-0.056132,0.009342,0.011684,0.000115,-0.040247,-0.00812,0.005159,0.03197,0.007814,-0.028832,0.022146,0.011217,0.03641,0.040215,0.028326,-0.010669,0.01015,-0.010546,0.025494,0.034187,-0.010616,-0.003546,0.03435,-0.027362,0.019521,-0.005131,0.004251,-0.010063,0.032933,-0.028132,0.00715,0.000143,0.001672,0.03832,0.01146,-0.014326,0.018186,0.005535,0.00765,0.009852,0.020486,-0.012046,0.026963,0.011501,-0.020561,-0.021447,-0.00692,-0.009508,-0.012286,0.030428,0.026255,0.030023,0.008605,0.029238,-0.018555,-0.019347,0.040833,0.023469,0.029229,0.009032,0.007903,-0.040076,-0.036835,-0.050223,-0.009714,-0.010389,-0.005068,0.002876,0.006388,0.042525,0.01403,0.00574,-0.026242,-0.024691,-0.000912,0.009767,-0.028468,-0.001864,-0.016299,-0.004203,0.014301,-0.008019,0.00169,-0.036846,-0.023889,-0.023126,no
Canada-AlbertaElectionFinancesandContributionDisclosureActs18LimitationreSenatorialSelectionAct,0.005144,-0.016013,0.037031,0.039116,-0.035454,-0.025669,0.014183,-0.033756,0.043595,0.017109,-0.033549,-0.037558,-0.008011,0.030592,-0.034158,0.025917,0.025696,0.018988,-0.024566,-0.020022,-0.015289,0.006997,-0.028182,-0.013518,0.018297,-0.021186,-0.046086,0.033155,0.007688,0.031164,0.002863,-0.018226,-0.01927,0.015184,0.018463,-0.006103,-0.009209,-0.010724,0.021557,0.027753,0.051761,-0.010436,0.027914,-0.001962,-0.02287,-0.027405,-0.004503,0.022567,-0.010712,0.003035,0.01669,0.0146,0.000205,-0.01877,-0.008669,0.025764,-0.004512,-0.021341,0.014259,-0.030534,-0.01912,0.034127,-0.033296,-0.052429,-0.012032,0.000756,-0.004336,0.065391,-0.000296,0.025098,0.020232,0.001567,0.045293,0.001765,-0.023739,-0.020698,0.060716,0.030591,0.017232,0.049295,0.016577,-0.050743,0.017922,0.010314,-0.028157,-0.03503,-0.02235,0.038332,0.002286,-0.005606,0.055949,0.00746,-0.019279,-0.053453,0.009549,-0.026166,0.026127,0.024134,-0.003921,0.018805,-0.002582,-0.042186,-0.006488,0.008484,-0.020187,-0.032122,-0.026787,-0.030562,0.01691,-0.02592,-0.012342,-0.014468,-0.024014,0.008663,0.021654,0.01094,0.026442,-0.014532,0.047964,0.038232,-0.02972,0.014902,-0.036461,0.007639,-0.035265,0.009698,0.016195,-0.035328,0.019861,0.013012,0.004341,-0.036903,-0.043031,-0.020626,-0.03071,-0.052859,-0.01363,-0.015026,0.003972,0.020636,0.010753,-0.013195,0.005646,0.01715,0.026353,-0.000122,-0.012954,-0.020585,-0.020691,0.022019,0.025991,-0.000992,-0.017402,0.005397,0.02122,-0.016111,-0.018884,-0.044175,-0.004764,-0.016808,-0.005493,0.023149,0.024436,0.037033,0.003836,-0.017056,0.00732,0.016429,0.007912,0.006007,-0.056117,-0.034963,-0.020907,-0.075538,-0.008237,-0.032016,0.008795,-0.043801,-0.003407,-0.029528,-0.026139,-0.016254,-0.017975,0.009585,-0.012762,-0.006442,0.008632,0.012378,0.035429,0.041808,0.011459,0.016429,-0.008324,0.009235,-0.016322,0.000299,-0.014769,0.013184,-0.018706,-0.066557,0.011307,0.031022,-0.014691,0.00185,-0.022545,-0.005596,0.005196,0.007505,0.026239,-0.007622,-0.006586,0.005972,-0.011867,0.024468,-0.049587,0.018509,0.013909,-0.012799,-0.04133,0.016727,0.011482,-0.002667,0.004581,-0.021478,0.044631,0.006539,0.035518,0.043347,0.029839,0.006356,-0.000372,-0.015718,0.02393,0.019909,0.001067,-0.015503,0.017262,-0.030549,0.020925,-0.006902,0.002422,-0.010927,0.034427,-0.03298,0.015524,-0.002359,0.020807,0.025993,0.000051,-0.00637,0.009796,0.001158,0.007988,0.012765,0.023017,-0.001371,0.027024,0.022349,-0.01456,-0.0235,0.01192,-0.011442,-0.017568,0.039345,0.027108,0.050624,0.005241,0.021675,-0.029963,-0.01687,0.034926,0.024438,0.034185,0.015621,0.012602,-0.026551,-0.021476,-0.063423,-0.009521,-0.005511,0.001829,0.003886,-0.000418,0.027724,0.021132,0.002756,-0.031916,-0.019591,0.009309,0.014179,-0.03344,-0.0071,-0.022299,-0.000747,0.011232,0.004929,-0.002876,-0.026213,0.000233,-0.021357,no
Canada-AlbertaElectionFinancesandContributionDisclosureActs9,0.006987,-0.012377,0.026142,0.038838,-0.018038,-0.02131,0.012583,-0.024303,0.046162,0.014756,-0.038958,-0.028381,-0.028754,0.003987,-0.03646,0.017843,0.036123,0.02309,0.012519,-0.026895,-0.014613,0.005074,0.005296,-0.013108,0.0193,-0.009664,-0.020764,0.021047,0.015096,0.023681,0.000534,-0.022374,-0.029956,0.003276,0.018514,-0.009352,-0.00051,-0.00101,0.001357,0.016379,0.043929,-0.020814,0.047847,-0.026346,-0.034199,-0.023487,-0.012209,0.031108,-0.0087,0.011547,0.001645,0.00857,-0.00312,0.003996,-0.021618,0.018304,-0.003167,-0.021537,0.013661,-0.022947,-0.034518,0.012302,-0.047565,-0.052192,-0.023636,-0.031515,0.002438,0.042945,0.001556,0.029328,0.004148,0.002466,0.018234,0.022841,-0.013123,-0.021581,0.054178,0.029236,-0.0099,0.039026,0.000043,-0.034795,0.005917,0.031192,-0.019005,-0.024414,-0.021988,0.045727,0.004315,0.008568,0.044938,-0.002898,-0.008584,-0.066774,-0.000372,-0.040067,0.021646,0.005134,0.014969,0.028824,-0.0072,-0.040329,0.010493,0.019034,-0.026318,-0.026837,-0.00855,-0.014066,0.003595,-0.028045,-0.009155,-0.012461,-0.018463,-0.005633,0.032243,0.00367,0.02341,-0.004389,0.060035,0.033566,-0.008512,0.01253,-0.014222,0.015951,-0.018311,0.017623,0.02002,-0.006863,0.032582,0.014769,-0.013201,-0.038725,-0.052766,-0.025203,-0.036749,-0.023742,-0.009832,-0.005897,0.016125,0.03286,0.01405,-0.018798,0.007816,0.01783,0.026189,-0.014438,-0.017008,-0.038616,-0.052222,0.027366,0.015692,0.001398,-0.014738,0.003872,0.015813,-0.013788,-0.002511,-0.015471,-0.008728,-0.012885,0.007809,0.030021,0.020507,0.056723,-0.005366,-0.007512,0.019404,-0.022048,0.005486,-0.00585,-0.025772,-0.039296,-0.010066,-0.039349,-0.016238,-0.025286,0.040608,-0.02527,-0.019518,-0.00961,-0.03362,-0.019444,-0.036306,0.003604,-0.003345,-0.014202,-0.009482,0.017941,0.054478,0.030683,0.01339,0.011373,-0.028984,0.005136,-0.037928,0.00915,0.010856,0.010518,0.00013,-0.06334,-0.006588,0.021931,-0.003872,0.012904,-0.017876,-0.016364,0.013356,0.001491,0.029216,-0.002381,0.004261,0.025242,-0.020403,0.039242,-0.039294,0.047367,0.016768,0.010645,-0.036521,-0.006748,0.000667,0.019247,0.024676,-0.020451,0.038227,0.006284,0.016938,0.027361,0.026811,-0.001047,0.005729,-0.007961,0.022607,0.00501,0.014047,0.00159,0.031531,-0.019105,0.022081,0.009594,0.010615,-0.005972,0.032612,-0.037088,-0.004229,-0.010221,-0.002453,0.029201,0.006641,-0.023052,0.008297,-0.009538,-0.007472,-0.002283,0.008804,0.002955,0.034407,0.038669,-0.011601,-0.005375,0.012587,-0.009368,-0.005658,0.029444,-0.002653,0.047042,-0.013789,0.01409,-0.02598,-0.012046,0.032676,0.028495,0.051093,-0.006609,0.021978,-0.030309,-0.013704,-0.032877,-0.022137,-0.012262,0.000946,0.005578,0.011154,0.049932,0.01897,-0.000399,0.000856,0.025898,0.022821,0.011984,-0.030052,0.015636,-0.021251,0.010483,0.007547,-0.001656,0.021159,-0.011417,-0.00999,-0.006914,no
Canada-AlbertaElectoralFinancesandContributionDisclosureActs64QualificationsforRegistration1,-0.009359,-0.008689,0.044711,0.039532,-0.010892,-0.023649,0.012919,-0.033852,0.051094,-0.002863,-0.026344,-0.005576,-0.034276,0.032769,-0.051193,0.022336,-0.0031,0.024799,-0.003662,-0.000034,-0.007428,-0.010712,-0.02486,-0.002273,0.042884,-0.017206,-0.045592,0.039732,-0.017388,0.004738,0.010371,-0.040766,-0.007748,-0.010847,-0.005927,-0.001846,-0.017363,-0.02105,0.015191,0.020976,0.032719,0.012067,0.018264,-0.01685,-0.009183,-0.05206,0.01392,0.008614,0.000625,-0.000672,0.012763,0.017317,-0.026091,-0.017058,0.002031,0.044686,-0.035974,-0.028824,0.013868,-0.045111,-0.027377,0.013182,-0.01955,-0.046371,-0.023756,-0.01666,-0.012677,0.058277,0.001866,0.018801,0.016303,-0.009661,0.041379,0.025402,-0.006238,-0.0432,0.044641,0.021423,0.004768,0.038024,-0.008204,-0.05801,0.001799,0.04516,-0.018845,-0.024969,-0.042335,0.025597,-0.007385,0.018372,0.030917,0.003308,0.012123,-0.049233,0.011806,-0.030525,0.027045,0.011375,0.003315,0.007036,0.019922,-0.029623,-0.003823,0.00695,-0.034529,-0.026296,-0.019924,-0.006596,0.006058,0.007627,-0.026497,0.001359,-0.030414,0.007422,0.024587,0.035978,0.016872,0.00039,0.035934,0.030442,-0.019868,-0.021516,-0.012358,0.024845,-0.012942,-0.005551,-0.007294,-0.017973,0.005521,0.025577,-0.002407,-0.026669,-0.030909,-0.00198,-0.028043,-0.025215,-0.026557,-0.038484,0.001505,0.016202,0.016602,0.007614,0.005039,0.016886,0.006735,0.0019,-0.023094,-0.012256,-0.011498,0.052882,0.027043,-0.002242,-0.014869,0.02494,0.001735,-0.011163,-0.036259,-0.01097,0.004171,0.021465,0.023854,0.033666,0.005423,0.031074,-0.001898,-0.003862,0.008901,0.002921,-0.003631,-0.014224,-0.046987,-0.046781,-0.002158,-0.062532,-0.006256,-0.021746,0.031701,-0.020085,-0.011204,-0.033326,-0.031716,-0.029359,-0.012351,0.008666,-0.020754,-0.028548,0.009409,0.028399,0.030066,0.038118,-0.036658,0.001349,-0.019458,0.01383,-0.037084,0.010952,-0.018799,-0.010308,0.011407,-0.070808,0.001652,0.040493,0.004434,-0.011807,-0.013427,-0.001533,-0.001983,0.017217,0.0383,-0.007055,-0.001623,0.008206,-0.001475,0.031897,-0.025942,0.024714,0.012429,0.018158,-0.032406,-0.013178,-0.002862,0.00677,-0.000166,-0.001443,0.021908,0.014591,0.032661,0.025364,0.014406,-0.008007,-0.009244,-0.014708,-0.002832,0.028263,-0.003822,-0.011327,0.0251,-0.010623,0.037414,0.010795,-0.015677,0.003647,0.031383,-0.027402,0.007714,-0.03,0.022192,0.012164,0.011512,-0.007518,0.025191,0.00652,0.011738,0.009225,0.008197,-0.026079,-0.003497,0.012843,-0.017277,0.011085,0.015122,0.014751,-0.003885,0.022898,0.015017,0.060549,-0.011734,-0.006373,-0.02282,-0.018909,0.010659,0.021789,0.030125,0.014373,0.005792,-0.021976,-0.011026,-0.035036,-0.014967,-0.001049,-0.00977,0.01309,0.001445,0.050142,0.023902,0.019769,-0.021537,-0.003439,0.025109,0.011921,-0.038818,0.016599,-0.031842,0.006726,-0.001318,0.009416,-0.017124,-0.017163,-0.00931,-0.037437,no
